"","word","positive","negative","freq","idf"
"6707","pdos",0,0,12,8.21431045778858
"6708","perceive",0,0,7,8.36846113761584
"6709","possesses",0,0,75,5.84273249330758
"6710","priips",0,0,15,7.85763551384985
"6711","shafts",0,0,10,8.21431045778858
"6712","stationary",0,0,17,7.59527124938236
"6713","underline",0,0,12,7.67531395705589
"6714","anonymity",0,0,5,8.55078269440979
"6715","craftsmen",0,0,11,7.85763551384985
"6716","eliminated",0,0,13,7.59527124938236
"6717","erikoklandveidekkeno",0,0,6,8.36846113761584
"6718","ertzeid",0,0,11,8.36846113761584
"6719","excitement",0,0,11,7.76232533404552
"6720","explanation",0,0,6,8.36846113761584
"6721","geosea",0,0,5,8.55078269440979
"6722","gets",0,0,22,7.11569816912047
"6723","kotipizza",0,0,63,8.55078269440979
"6724","stroke",0,0,7,8.55078269440979
"6725","assev",0,0,5,8.55078269440979
"6726","attributed",0,0,15,7.45217040574168
"6727","clarifications",0,0,16,7.45217040574168
"6728","correlating",0,0,6,8.36846113761584
"6729","customerfriendly",0,0,8,8.08077906516406
"6730","demobilised",0,0,7,8.21431045778858
"6731","downtown",0,0,10,7.85763551384985
"6732","fused",0,0,7,8.21431045778858
"6733","gyrid",0,0,7,8.55078269440979
"6734","kol",0,0,7,8.55078269440979
"6735","lofavør",0,0,8,8.08077906516406
"6736","margretheassevstorebrandno",0,0,5,8.55078269440979
"6737","melanomas",0,0,5,8.55078269440979
"6738","paramount",0,0,56,6.13486891610874
"6739","secondgeneration",0,0,13,7.96299602950767
"6740","skalleberg",0,0,19,8.21431045778858
"6741","superb",0,0,15,7.45217040574168
"6742","fabege",0,0,16,8.55078269440979
"6743","gamma",0,0,8,8.21431045778858
"6744","lindholt",0,0,8,8.36846113761584
"6745","macau",0,0,7,8.55078269440979
"6746","nordre",0,0,17,8.08077906516406
"6747","outfitted",0,0,16,7.45217040574168
"6748","persistent",0,0,20,7.32700726278768
"6749","rank",0,0,15,7.67531395705589
"6750","recordhigh",0,0,10,7.96299602950767
"6751","seafarer",0,0,9,8.21431045778858
"6752","ulfsternerveidekkese",0,0,5,8.55078269440979
"6753","circle",0,0,18,7.76232533404552
"6754","correlated",0,0,10,7.85763551384985
"6755","fourstorey",0,0,7,8.21431045778858
"6756","harboe",0,0,9,8.36846113761584
"6757","hsbc",0,0,12,7.85763551384985
"6758","institut",0,0,5,8.55078269440979
"6759","larsbreivikspvno",0,0,6,8.36846113761584
"6760","normalize",0,0,11,7.76232533404552
"6761","powder",0,0,54,6.79292477685742
"6762","sollie",0,0,9,8.21431045778858
"6763","søns",0,0,5,8.55078269440979
"6764","toplevel",0,0,7,8.21431045778858
"6765","atm",0,0,8,8.08077906516406
"6766","bjørheim",0,0,6,8.36846113761584
"6767","mwp",0,0,76,6.66371304537741
"6768","nedrebø",0,0,7,8.55078269440979
"6769","trains",0,0,32,7.26984884894773
"6770","commercialized",0,0,9,7.96299602950767
"6771","ingenuity",0,0,8,8.08077906516406
"6772","metering",0,0,19,7.52116327722863
"6773","reminds",0,0,9,7.96299602950767
"6774","avoids",0,0,15,7.52116327722863
"6775","downloading",0,0,7,8.21431045778858
"6776","lounge",0,0,10,7.96299602950767
"6777","lymphocytic",0,0,6,8.36846113761584
"6778","neutralises",0,0,8,8.08077906516406
"6779","vattenfall",0,0,36,7.45217040574168
"6780","custommade",0,0,8,8.08077906516406
"6781","epost",0,0,35,7.06917815348558
"6782","identifies",0,0,11,7.76232533404552
"6783","kickoff",0,0,7,8.21431045778858
"6784","rema",0,0,15,7.67531395705589
"6785","scenic",0,0,7,8.21431045778858
"6786","spills",0,0,8,8.21431045778858
"6787","spray",0,0,11,8.08077906516406
"6788","stateauthorized",0,0,5,8.55078269440979
"6789","vollebekk",0,0,21,8.55078269440979
"6790","ward",0,0,21,7.45217040574168
"6791","fredagsvik",0,0,7,8.36846113761584
"6792","lønnum",0,0,5,8.55078269440979
"6793","orion",0,0,22,7.59527124938236
"6794","cdo",0,0,16,7.38763188460411
"6795","evpcountry",0,0,7,8.36846113761584
"6796","urinometer",0,0,5,8.55078269440979
"6797","writes",0,0,9,8.36846113761584
"6798","adhesives",0,0,8,8.36846113761584
"6799","autoroutes",0,0,14,8.36846113761584
"6800","beta",0,0,14,7.76232533404552
"6801","grobrathovdeveidekkeno",0,0,5,8.55078269440979
"6802","heard",0,0,14,7.67531395705589
"6803","omx",0,0,9,8.08077906516406
"6804","traceability",0,0,38,6.66371304537741
"6805","achiever",0,0,9,8.21431045778858
"6806","attn",0,0,9,7.96299602950767
"6807","eighth",0,0,12,7.67531395705589
"6808","flower",0,0,6,8.55078269440979
"6809","languages",0,0,18,7.67531395705589
"6810","oceanbased",0,0,17,7.59527124938236
"6811","schleswigholstein",0,0,10,8.21431045778858
"6812","unpermitted",0,0,5,8.55078269440979
"6813","vicente",0,0,10,8.36846113761584
"6814","bankingasaservice",0,0,8,8.55078269440979
"6815","digitalise",0,0,7,8.36846113761584
"6816","dropdown",0,0,15,8.21431045778858
"6817","greattasting",0,0,5,8.55078269440979
"6818","isoiec",0,0,6,8.55078269440979
"6819","konserthus",0,0,12,7.67531395705589
"6820","responsiblyfarmed",0,0,6,8.36846113761584
"6821","suggesting",0,0,9,7.96299602950767
"6822","drivenes",0,0,9,8.55078269440979
"6823","functionalities",0,0,6,8.36846113761584
"6824","genuine",0,0,8,8.08077906516406
"6825","ipr",0,0,11,7.96299602950767
"6826","sevan",0,0,678,5.5550504208558
"6827","sharply",0,0,7,8.21431045778858
"6828","utah",0,0,31,7.59527124938236
"6829","adhoc",0,0,6,8.36846113761584
"6830","doctor",0,0,11,7.76232533404552
"6831","høiseth",0,0,10,8.55078269440979
"6832","samuelsson",0,0,10,8.08077906516406
"6833","seasons",0,0,25,7.26984884894773
"6834","skinfriendly",0,0,8,8.55078269440979
"6835","teamwork",0,0,13,7.59527124938236
"6836","allice",0,0,5,8.55078269440979
"6837","autonomy",0,0,15,8.08077906516406
"6838","coop",0,0,23,7.59527124938236
"6839","earlystage",0,0,22,7.21578162767745
"6840","ecotype",0,0,5,8.55078269440979
"6841","elf",0,0,6,8.55078269440979
"6842","ezzaouia",0,0,25,8.36846113761584
"6843","ftes",0,0,14,7.76232533404552
"6844","monetisation",0,0,7,8.21431045778858
"6845","noncompete",0,0,9,7.96299602950767
"6846","pannordic",0,0,15,7.85763551384985
"6847","wallenbergs",0,0,5,8.55078269440979
"6848","allowance",0,0,36,6.69448470404417
"6849","believer",0,0,40,6.47134115272996
"6850","financings",0.006,0.006,15,7.76232533404552
"6851","furthering",0,0,7,8.21431045778858
"6852","inserted",0,0,15,7.76232533404552
"6853","managerir",0,0,5,8.55078269440979
"6854","neal",0,0,9,8.36846113761584
"6855","parttime",0,0,6,8.36846113761584
"6856","pumping",0,0,9,8.08077906516406
"6857","voltage",0,0,30,6.82801609666869
"6858","benban",0,0,16,8.21431045778858
"6859","footing",0,0,7,8.21431045778858
"6860","formalities",0,0,15,7.45217040574168
"6861","gamesbemobi",0,0,5,8.55078269440979
"6862","usdm",0,0,15,7.85763551384985
"6863","bow",0,0,34,7.38763188460411
"6864","breaches",0,0,11,7.85763551384985
"6865","jaggers",0,0,9,8.55078269440979
"6866","trenches",0,0,6,8.36846113761584
"6867","durability",0,0,22,7.1644883332899
"6868","idiq",0,0,6,8.36846113761584
"6869","lerøys",0,0,8,8.55078269440979
"6870","søvik",0,0,10,8.21431045778858
"6871","australasian",0,0,8,8.36846113761584
"6872","authorizing",0,0,14,7.52116327722863
"6873","flame",0,0,21,8.21431045778858
"6874","meier",0,0,7,8.21431045778858
"6875","natures",0,0,33,7.06917815348558
"6876","boosting",0,0,16,7.38763188460411
"6877","marshall",0,0,14,7.52116327722863
"6878","midst",0,0,13,7.59527124938236
"6879","networkenabled",0,0,5,8.55078269440979
"6880","sasb",0,0,8,8.08077906516406
"6881","minimising",0,0,11,7.76232533404552
"6882","retiring",0,0,8,8.08077906516406
"6883","tharmaratnam",0,0,5,8.55078269440979
"6884","ultradeep",0,0,17,7.45217040574168
"6885","wtg",0,0,7,8.55078269440979
"6886","barossa",0,0,20,8.36846113761584
"6887","broadridge",0,0,8,8.36846113761584
"6888","edgewood",0,0,8,8.36846113761584
"6889","leifborgeakastorcom",0,0,5,8.55078269440979
"6890","pgs",0,0,1032,4.92911198998931
"6891","veons",0,0,16,8.36846113761584
"6892","chase",0,0,7,8.21431045778858
"6893","contactfree",0,0,7,8.55078269440979
"6894","ecnaf",0,0,5,8.55078269440979
"6895","inrackcdu",0,0,5,8.55078269440979
"6896","lowsignature",0,0,5,8.55078269440979
"6897","ytterdal",0,0,7,8.55078269440979
"6898","gifts",0,0,8,8.21431045778858
"6899","mysimba",0,0,26,8.55078269440979
"6900","probable",0,0,62,6.60487254535448
"6901","pureplay",0,0,35,6.72623340235875
"6902","rails",0,0,10,8.08077906516406
"6903","sing",0,0,15,8.55078269440979
"6904","ages",0,0,19,7.32700726278768
"6905","fifthgeneration",0,0,5,8.55078269440979
"6906","fuselage",0,0,7,8.21431045778858
"6907","inch",0,0,20,7.45217040574168
"6908","laundering",0,0,21,8.55078269440979
"6909","lawful",0,0,15,7.76232533404552
"6910","offtakers",0,0,10,7.96299602950767
"6911","rebuild",0,0,12,7.76232533404552
"6912","sunier",0,0,8,8.08077906516406
"6913","adventure",0,0,11,7.85763551384985
"6914","atezolizumab",0,0,7,8.55078269440979
"6915","europeans",0,0,7,8.21431045778858
"6916","ttc",0,0,5,8.55078269440979
"6917","wash",0,0,13,7.67531395705589
"6918","xdf",0,0,5,8.55078269440979
"6919","areeba",0,0,37,8.55078269440979
"6920","crown",0,0,21,7.76232533404552
"6921","honours",0,0,6,8.36846113761584
"6922","megatrend",0,0,8,8.08077906516406
"6923","nextgen",0,0,5,8.55078269440979
"6924","orderbook",0,0,14,7.59527124938236
"6925","crp",0,0,11,8.36846113761584
"6926","engstam",0,0,6,8.36846113761584
"6927","hägertz",0,0,6,8.36846113761584
"6928","liselotte",0,0,7,8.21431045778858
"6929","qoq",0,0,6,8.36846113761584
"6930","fragile",0,0,8,8.08077906516406
"6931","hage",0,0,11,8.08077906516406
"6932","hjorth",0,0,10,8.55078269440979
"6933","izoblok",0,0,17,8.55078269440979
"6934","johnson",0,0,20,7.67531395705589
"6935","vacancy",0,0,12,7.67531395705589
"6936","briefings",0,0,5,8.55078269440979
"6937","draws",0,0,11,7.76232533404552
"6938","florence",0,0,6,8.36846113761584
"6939","gallons",0,0,11,7.85763551384985
"6940","gantry",0,0,6,8.55078269440979
"6941","isre",0,0,5,8.55078269440979
"6942","tentative",0,0,9,7.96299602950767
"6943","atlantis",0,0,12,8.21431045778858
"6944","curitiba",0,0,7,8.55078269440979
"6945","extrusions",0,0,6,8.36846113761584
"6946","moelv",0,0,9,8.36846113761584
"6947","rack",0,0,6,8.36846113761584
"6948","apx",0,0,14,8.21431045778858
"6949","baumann",0,0,12,8.21431045778858
"6950","boom",0,0,6,8.36846113761584
"6951","finishing",0,0,7,8.21431045778858
"6952","mårdalen",0,0,10,8.55078269440979
"6953","perceived",0,0,20,7.21578162767745
"6954","clarke",0,0,6,8.36846113761584
"6955","decides",0,0,12,7.76232533404552
"6956","elementary",0,0,15,7.96299602950767
"6957","bøhn",0,0,104,6.11716933900934
"6958","firsthome",0,0,5,8.55078269440979
"6959","cannon",0,0,7,8.36846113761584
"6960","høsteland",0,0,5,8.55078269440979
"6961","livestreamed",0,0,20,7.1644883332899
"6962","longhaul",0,0,35,6.69448470404417
"6963","residence",0,0,21,7.38763188460411
"6964","aeronautics",0,0,7,8.21431045778858
"6965","completions",0,0,8,8.08077906516406
"6966","quartz",0,0,191,5.66041093651363
"6967","rhenus",0,0,13,8.55078269440979
"6968","tasting",0,0,11,8.08077906516406
"6969","disrupted",0,0,9,8.21431045778858
"6970","monsoon",0,0,17,8.08077906516406
"6971","rudders",0,0,6,8.36846113761584
"6972","surcharge",0,0,15,8.21431045778858
"6973","cea",0,0,13,8.55078269440979
"6974","contravene",0,0,6,8.36846113761584
"6975","flooding",0,0,11,7.96299602950767
"6976","multicloud",0,0,8,8.21431045778858
"6977","twofactor",0,0,6,8.55078269440979
"6978","esmo",0,0,15,8.36846113761584
"6979","gottschlich",0,0,6,8.36846113761584
"6980","kit",0,0,33,7.26984884894773
"6981","uphold",0,0,8,8.21431045778858
"6982","gullfaks",0,0,19,7.52116327722863
"6983","hospitalized",0,0,11,8.36846113761584
"6984","intangible",0,0,15,7.67531395705589
"6985","additonal",0,0,5,8.55078269440979
"6986","classed",0,0,6,8.36846113761584
"6987","eligibility",0,0,6,8.55078269440979
"6988","flaskerud",0,0,6,8.36846113761584
"6989","fowic",0,0,21,8.55078269440979
"6990","jukka",0,0,22,8.08077906516406
"6991","lion",0,0,25,8.21431045778858
"6992","maximizes",0,0,8,8.08077906516406
"6993","titles",0,0,16,7.52116327722863
"6994","skedsmo",0,0,7,8.36846113761584
"6995","elbl",0,0,12,8.55078269440979
"6996","harness",0,0,8,8.08077906516406
"6997","madserud",0,0,7,8.55078269440979
"6998","occurs",0,0,13,7.59527124938236
"6999","rimmereid",0,0,6,8.36846113761584
"7000","tanum",0,0,6,8.55078269440979
"7001","troops",0,0,6,8.36846113761584
"7002","entrepreneurship",0,0,20,7.1644883332899
"7003","techn",0,0,5,8.55078269440979
"7004","julyseptember",0,0,7,8.21431045778858
"7005","exporting",0,0,7,8.21431045778858
"7006","vegetables",0,0,6,8.36846113761584
"7007","arkitektur",0,0,75,6.72623340235875
"7008","consumes",0,0,12,7.67531395705589
"7009","occasions",0,0,12,7.76232533404552
"7010","screening",0,0,30,7.1644883332899
"7011","vale",0,0,13,7.96299602950767
"7012","hvdc",0,0,15,8.21431045778858
"7013","layout",0,0,15,7.59527124938236
"7014","markedskraft",0,0,8,8.55078269440979
"7015","onstream",0,0,21,7.1644883332899
"7016","powel",0,0,8,8.55078269440979
"7017","scanmatic",0,0,9,8.55078269440979
"7018","wattsight",0,0,8,8.55078269440979
"7019","christoffersen",0,0,7,8.55078269440979
"7020","pakistan",0,0,25,7.52116327722863
"7021","bergesen",0,0,14,7.96299602950767
"7022","clothing",0,0,15,7.45217040574168
"7023","compare",0,0,11,7.85763551384985
"7024","hhbb",0,0,10,8.55078269440979
"7025","und",0,0,10,8.08077906516406
"7026","accumulation",0,0,15,7.45217040574168
"7027","husby",0,0,44,6.49665896071425
"7028","alcoholfree",0,0,8,8.55078269440979
"7029","appointees",0,0,8,8.55078269440979
"7030","evenly",0,0,13,7.76232533404552
"7031","instances",0,0,7,8.21431045778858
"7032","dimensions",0,0,8,8.08077906516406
"7033","halted",0,0,10,7.85763551384985
"7034","kibsgaard",0,0,12,8.36846113761584
"7035","rørheim",0,0,5,8.55078269440979
"7036","alcoa",0,0,7,8.21431045778858
"7037","arrears",0,0,16,7.76232533404552
"7038","signage",0,0,6,8.36846113761584
"7039","viasat",0,0,19,8.55078269440979
"7040","epithelial",0,0,11,8.21431045778858
"7041","modulation",0,0,11,7.96299602950767
"7042","nyseose",0,0,5,8.55078269440979
"7043","trg",0,0,11,8.21431045778858
"7044","volunteer",0,0,5,8.55078269440979
"7045","asthma",0,0,55,7.26984884894773
"7046","ccccunknownctwfpbgzsbdeyjwijoimcwljawmdailcjqijo",0,0,6,8.36846113761584
"7047","harripekka",0,0,7,8.55078269440979
"7048","kaukonen",0,0,7,8.55078269440979
"7049","ambassador",0,0,13,7.76232533404552
"7050","interacting",0,0,13,7.59527124938236
"7051","reusable",0,0,14,8.08077906516406
"7052","sperre",0,0,56,6.90212406882241
"7053","aspdfpdf",0,0,127,5.3160335203853
"7054","dagarne",0,0,6,8.55078269440979
"7055","doctors",0,0,19,7.38763188460411
"7056","hoberg",0,0,6,8.55078269440979
"7057","mejlænderlarsen",0,0,6,8.55078269440979
"7058","nordheim",0,0,6,8.55078269440979
"7059","pdfpdf",0,0,201,4.85691569878482
"7060","evaluable",0,0,9,8.21431045778858
"7061","phasing",0,0,13,7.59527124938236
"7062","recipe",0,0,9,8.21431045778858
"7063","traveled",0,0,6,8.36846113761584
"7064","ville",0,0,6,8.36846113761584
"7065","farreaching",0,0,6,8.36846113761584
"7066","holstad",0,0,8,8.36846113761584
"7067","countercyclical",0,0,5,8.55078269440979
"7068","exhaustive",0,0,5,8.55078269440979
"7069","kolset",0,0,6,8.55078269440979
"7070","nyc",0,0,11,7.96299602950767
"7071","pari",0,0,7,8.21431045778858
"7072","passu",0,0,7,8.21431045778858
"7073","remodelled",0,0,5,8.55078269440979
"7074","skjævestad",0,0,8,8.55078269440979
"7075","egfr",0,0,6,8.36846113761584
"7076","gunnes",0,0,6,8.36846113761584
"7077","leasehold",0,0,8,8.36846113761584
"7078","roverud",0,0,10,8.55078269440979
"7079","airtoair",0,0,7,8.55078269440979
"7080","baton",0,0,9,8.08077906516406
"7081","cartel",0,0,6,8.55078269440979
"7082","pylons",0,0,7,8.55078269440979
"7083","doe",0,0,21,8.36846113761584
"7084","embargo",0,0,18,8.55078269440979
"7085","langås",0,0,5,8.55078269440979
"7086","scratch",0,0,10,7.96299602950767
"7087","jeff",0,0,7,8.36846113761584
"7088","onebased",0,0,5,8.55078269440979
"7089","amazoncom",0,0,8,8.55078269440979
"7090","arabian",0,0,28,7.11569816912047
"7091","lowemission",0,0,27,6.98216677649595
"7092","starfish",0,0,23,8.55078269440979
"7093","camillakyotogroup",0,0,5,8.55078269440979
"7094","encompassed",0,0,6,8.55078269440979
"7095","irpioneerpropertyno",0,0,5,8.55078269440979
"7096","normalization",0,0,5,8.55078269440979
"7097","oth",0,0,11,8.36846113761584
"7098","severity",0,0,13,7.96299602950767
"7099","ceased",0,0,13,7.96299602950767
"7100","inuk",0,0,5,8.55078269440979
"7101","taxable",0,0,12,7.67531395705589
"7102","alleviate",0,0,10,7.85763551384985
"7103","importer",0,0,8,8.21431045778858
"7104","incorrectly",0,0,6,8.36846113761584
"7105","massachusetts",0,0,15,7.45217040574168
"7106","sturenilssonveidekkese",0,0,5,8.55078269440979
"7107","taranaki",0,0,6,8.36846113761584
"7108","differentiating",0,0,12,7.67531395705589
"7109","secretariat",0,0,9,7.96299602950767
"7110","winds",0,0,15,7.59527124938236
"7111","deviated",0,0,12,7.67531395705589
"7112","gamers",0,0,10,8.55078269440979
"7113","inteliwell",0,0,19,8.55078269440979
"7114","ovens",0,0,6,8.55078269440979
"7115","tabled",0,0,5,8.55078269440979
"7116","atmospheric",0,0,7,8.21431045778858
"7117","ior",0,0,6,8.55078269440979
"7118","muxponder",0,0,21,8.55078269440979
"7119","scorpio",0,0,11,8.55078269440979
"7120","intensively",0,0,9,7.96299602950767
"7121","organ",0,0,6,8.36846113761584
"7122","tamarind",0,0,10,8.55078269440979
"7123","informasjon",0,0,8,8.08077906516406
"7124","replaceable",0,0,5,8.55078269440979
"7125","jafarli",0,0,7,8.55078269440979
"7126","rebooking",0,0,7,8.21431045778858
"7127","subsidies",0,0,8,8.08077906516406
"7128","bos",0,0,6,8.36846113761584
"7129","opinions",0,0,11,7.96299602950767
"7130","alter",0,0,9,7.96299602950767
"7131","billström",0,0,17,8.36846113761584
"7132","bra",0,0,24,8.55078269440979
"7133","privatelyowned",0,0,7,8.21431045778858
"7134","riemer",0,0,19,8.36846113761584
"7135","southwestern",0,0,16,7.52116327722863
"7136","electro",0,0,75,5.94071290166779
"7137","fra",0,0,12,7.85763551384985
"7138","hulls",0,0,34,7.21578162767745
"7139","shock",0,0,6,8.36846113761584
"7140","acquirer",0,0,12,7.85763551384985
"7141","dieselstrasse",0,0,5,8.55078269440979
"7142","jeanne",0,0,7,8.36846113761584
"7143","jordanian",0,0,9,8.55078269440979
"7144","secondlargest",0,0,10,7.96299602950767
"7145","tjomsland",0,0,6,8.55078269440979
"7146","alvestad",0,0,9,8.55078269440979
"7147","incubator",0,0,13,7.76232533404552
"7148","underfloor",0,0,7,8.36846113761584
"7149","marieealdingnordeacom",0,0,6,8.36846113761584
"7150","myrseth",0,0,14,8.08077906516406
"7151","piles",0,0,10,7.96299602950767
"7152","divisional",0,0,5,8.55078269440979
"7153","agnefjäll",0,0,5,8.55078269440979
"7154","bloc",0,0,5,8.55078269440979
"7155","duke",0,0,5,8.55078269440979
"7156","jay",0,0,6,8.36846113761584
"7157","pair",0,0,9,8.21431045778858
"7158","revocation",0,0,8,8.21431045778858
"7159","gaps",0,0,12,7.67531395705589
"7160","marttila",0,0,5,8.55078269440979
"7161","noncompliance",0,0,6,8.36846113761584
"7162","päivi",0,0,5,8.55078269440979
"7163","björneborg",0,0,9,8.55078269440979
"7164","spots",0,0,6,8.36846113761584
"7165","legendary",0,0,5,8.55078269440979
"7166","weights",0,0,8,8.21431045778858
"7167","anda",0,0,5,8.55078269440979
"7168","kaboo",0,0,5,8.55078269440979
"7169","playground",0,0,6,8.36846113761584
"7170","polvo",0,0,26,8.08077906516406
"7171","thrills",0,0,7,8.55078269440979
"7172","ulsan",0,0,9,7.96299602950767
"7173","ctkcp",0,0,6,8.55078269440979
"7174","nonetheless",0,0,11,7.76232533404552
"7175","oddgeirlyngstadelkemno",0,0,5,8.55078269440979
"7176","pétrole",0,0,5,8.55078269440979
"7177","tunisokoweitochinoise",0,0,5,8.55078269440979
"7178","undivided",0,0,5,8.55078269440979
"7179","customize",0,0,12,7.76232533404552
"7180","nrc",0,0,555,4.77114887702739
"7181","nyland",0,0,9,7.96299602950767
"7182","repeatedly",0,0,14,7.59527124938236
"7183","boats",0,0,54,7.32700726278768
"7184","dsrt",0,0,5,8.55078269440979
"7185","ties",0,0,16,7.45217040574168
"7186","vekst",0,0,18,7.67531395705589
"7187","delisting",0,0,17,7.76232533404552
"7188","fuelled",0,0,19,7.26984884894773
"7189","alternates",0,0,10,8.21431045778858
"7190","eidsiva",0,0,10,8.21431045778858
"7191","fkraft",0,0,5,8.55078269440979
"7192","hsb",0,0,19,8.21431045778858
"7193","couldnt",0,0,11,7.76232533404552
"7194","esports",0,0,19,8.55078269440979
"7195","brautaset",0,0,7,8.36846113761584
"7196","frédéric",0,0,5,8.55078269440979
"7197","slovalco",0,0,23,8.55078269440979
"7198","storeide",0,0,7,8.36846113761584
"7199","filtered",0,0,6,8.36846113761584
"7200","innolux",0,0,14,8.55078269440979
"7201","kjærland",0,0,5,8.55078269440979
"7202","moholt",0,0,9,8.55078269440979
"7203","quebec",0,0,156,6.18992869329177
"7204","shorebased",0,0,5,8.55078269440979
"7205","sbm",0,0,18,7.96299602950767
"7206","standardofcare",0,0,5,8.55078269440979
"7207","mainz",0,0,7,8.55078269440979
"7208","swiber",0,0,5,8.55078269440979
"7209","royce",0,0,9,8.36846113761584
"7210","valencia",0,0,5,8.55078269440979
"7211","vind",0,0,23,7.32700726278768
"7212","gymnasium",0,0,10,7.96299602950767
"7213","sanctioned",0,0,14,7.52116327722863
"7214","nivolumab",0,0,5,8.55078269440979
"7215","nsf",0,0,8,8.36846113761584
"7216","veriq",0,0,8,8.55078269440979
"7217","brandnew",0,0,9,7.96299602950767
"7218","crr",0,0,9,8.36846113761584
"7219","dyre",0,0,6,8.36846113761584
"7220","affirms",0,0,10,7.85763551384985
"7221","kuryk",0,0,6,8.55078269440979
"7222","focal",0,0,6,8.36846113761584
"7223","itochu",0,0,18,8.55078269440979
"7224","pathology",0,0,75,6.79292477685742
"7225","spvs",0,0,14,7.67531395705589
"7226","stanford",0,0,22,7.38763188460411
"7227","camp",0,0,7,8.21431045778858
"7228","editor",0,0,8,8.08077906516406
"7229","gjensidigenoir",0,0,8,8.55078269440979
"7230","avoided",0,0,9,8.08077906516406
"7231","recoveries",0,0,11,7.96299602950767
"7232","weltz",0,0,6,8.55078269440979
"7233","domains",0,0,6,8.36846113761584
"7234","unexploited",0,0,6,8.55078269440979
"7235","lessor",0,0,13,7.76232533404552
"7236","transceivers",0,0,7,8.55078269440979
"7237","askvig",0,0,5,8.55078269440979
"7238","englund",0,0,5,8.55078269440979
"7239","fjerdingen",0,0,5,8.55078269440979
"7240","grønås",0,0,5,8.55078269440979
"7241","taps",0,0,5,8.55078269440979
"7242","tightened",0,0,12,7.67531395705589
"7243","uncover",0,0,9,8.08077906516406
"7244","builtin",0,0,12,7.67531395705589
"7245","devote",0,0,8,8.08077906516406
"7246","gränges",0,0,19,8.55078269440979
"7247","arisen",0,0,10,7.96299602950767
"7248","emitters",0,0,8,8.21431045778858
"7249","valve",0,0,13,7.59527124938236
"7250","liked",0,0,6,8.36846113761584
"7251","fluk",0,0,5,8.55078269440979
"7252","kraft",0,0,89,6.49665896071425
"7253","refills",0,0,5,8.55078269440979
"7254","transitions",0,0,17,7.32700726278768
"7255","waterborne",0,0,10,7.96299602950767
"7256","dabrafenib",0,0,6,8.36846113761584
"7257","dysplastic",0,0,6,8.36846113761584
"7258","mekinist",0,0,6,8.36846113761584
"7259","tafinlar",0,0,6,8.36846113761584
"7260","tnbc",0,0,17,8.21431045778858
"7261","trametinib",0,0,6,8.36846113761584
"7262","welldefended",0,0,5,8.55078269440979
"7263","fjordalleen",0,0,8,8.08077906516406
"7264","whereafter",0,0,6,8.36846113761584
"7265","enovas",0,0,9,8.36846113761584
"7266","nautical",0,0,11,7.85763551384985
"7267","klakegg",0,0,8,8.55078269440979
"7268","pointed",0,0,8,8.08077906516406
"7269","representantskapet",0,0,5,8.55078269440979
"7270","smistad",0,0,6,8.55078269440979
"7271","steine",0,0,7,8.55078269440979
"7272","retrofitting",0,0,29,7.21578162767745
"7273","allies",0,0,7,8.36846113761584
"7274","exceptions",0,0,21,7.11569816912047
"7275","incineration",0,0,24,7.1644883332899
"7276","markhus",0,0,6,8.55078269440979
"7277","arises",0,0,11,8.08077906516406
"7278","cope",0,0,8,8.21431045778858
"7279","elnan",0,0,5,8.55078269440979
"7280","krag",0,0,5,8.55078269440979
"7281","mover",0,0,22,7.1644883332899
"7282","nafstad",0,0,14,7.52116327722863
"7283","nexen",0,0,9,8.08077906516406
"7284","middelthon",0,0,5,8.55078269440979
"7285","apples",0,0,21,7.52116327722863
"7286","bakstad",0,0,13,8.55078269440979
"7287","françois",0,0,7,8.21431045778858
"7288","underpinning",0,0,9,7.96299602950767
"7289","ecocertified",0,0,6,8.36846113761584
"7290","csp",0,0,13,8.55078269440979
"7291","hitting",0,0,5,8.55078269440979
"7292","wafer",0,0,5,8.55078269440979
"7293","outlooks",0,0,5,8.55078269440979
"7294","webbased",0,0,6,8.36846113761584
"7295","postpanamax",0,0,8,8.55078269440979
"7296","strenghten",0,0,6,8.36846113761584
"7297","irdnbno",0,0,5,8.55078269440979
"7298","gdp",0,0,9,7.96299602950767
"7299","bologna",0,0,8,8.36846113761584
"7300","housed",0,0,7,8.21431045778858
"7301","cytokines",0,0,13,8.08077906516406
"7302","arts",0,0,17,7.45217040574168
"7303","jonsvoll",0,0,12,8.55078269440979
"7304","smb",0,0,12,7.96299602950767
"7305","clearer",0,0,218,4.78032325330343
"7306","leisner",0,0,10,8.21431045778858
"7307","lightweight",0,0,42,6.60487254535448
"7308","buffers",0,0,6,8.55078269440979
"7309","overflow",0,0,5,8.55078269440979
"7310","predrill",0,0,15,7.45217040574168
"7311","ågotnes",0,0,10,8.36846113761584
"7312","lngc",0,0,5,8.55078269440979
"7313","devoted",0,0,16,7.45217040574168
"7314","bibane",0,0,7,8.55078269440979
"7315","adherence",0,0,10,8.21431045778858
"7316","sbanken",0,0,16,8.36846113761584
"7317","fourthquarter",0,0,16,7.67531395705589
"7318","komplett",0,0,18,8.08077906516406
"7319","kollafjørð",0,0,5,8.55078269440979
"7320","rigorously",0,0,8,8.08077906516406
"7321","zachrisson",0,0,10,8.21431045778858
"7322","aalstad",0,0,5,8.55078269440979
"7323","regi",0,0,5,8.55078269440979
"7324","olympia",0,0,7,8.55078269440979
