"word","positive","negative","freq","idf"
"indefinite",0,0,7,8.36846113761584
"permartin",0,0,6,8.55078269440979
"piltun",0,0,9,8.36846113761584
"placebocontrolled",0,0,11,7.85763551384985
"preschools",0,0,9,8.08077906516406
"privileged",0,0,17,7.32700726278768
"skanska",0,0,25,7.1644883332899
"skillset",0,0,8,8.08077906516406
"subsaharan",0,0,13,7.76232533404552
"subsurface",0,0,289,4.54709250045582
"boat",0,0,37,6.90212406882241
"heels",0,0,9,7.96299602950767
"jvs",0,0,28,7.21578162767745
"lymphomas",0,0,7,8.36846113761584
"mtf",0,0,6,8.36846113761584
"officials",0,0,10,7.85763551384985
"pledged",0,0,29,7.06917815348558
"rehabilitate",0,0,9,7.96299602950767
"reputed",0,0,10,7.85763551384985
"sums",0,0,15,7.67531395705589
"timber",0,0,16,7.67531395705589
"unemployment",0,0,14,7.76232533404552
"auspices",0,0,6,8.36846113761584
"brandtoconsumer",0,0,5,8.55078269440979
"carol",0,0,16,7.45217040574168
"childrens",0,0,32,6.94134478197569
"dietary",0,0,39,6.94134478197569
"emery",0,0,7,8.36846113761584
"haatvedt",0,0,14,8.36846113761584
"horisont",0,0,59,7.21578162767745
"proudly",0,0,10,7.85763551384985
"sisab",0,0,26,8.36846113761584
"sonars",0,0,7,8.21431045778858
"specifies",0,0,8,8.08077906516406
"trip",0,0,16,7.52116327722863
"venold",0,0,5,8.55078269440979
"warranty",0,0,18,7.52116327722863
"ærfugl",0,0,42,8.21431045778858
"chimeric",0,0,7,8.36846113761584
"detached",0,0,8,8.08077906516406
"dugstad",0,0,6,8.36846113761584
"har",0,0,10,7.96299602950767
"intentions",0,0,63,6.0330862217988
"munkegata",0,0,6,8.36846113761584
"newfoundland",0,0,91,6.24819760141575
"rambjør",0,0,7,8.21431045778858
"schüssler",0,0,11,8.08077906516406
"tellefsen",0,0,9,7.96299602950767
"testimony",0,0,19,7.21578162767745
"tightening",0,0,10,7.85763551384985
"unsuccessful",0,0,11,7.76232533404552
"agrees",0,0,16,7.59527124938236
"augustoctober",0,0,6,8.36846113761584
"boarddeputy",0,0,7,8.21431045778858
"boosted",0,0,16,7.45217040574168
"empowerment",0,0,7,8.21431045778858
"habitat",0,0,12,7.76232533404552
"lilleborg",0,0,10,8.21431045778858
"ltem",0,0,6,8.55078269440979
"modec",0,0,9,8.36846113761584
"msds",0,0,8,8.21431045778858
"repeated",0,0,28,6.98216677649595
"summarised",0,0,10,7.85763551384985
"television",0,0,13,7.76232533404552
"template",0,0,44,6.42255098856052
"volueme",0,0,6,8.36846113761584
"drastically",0,0,10,7.85763551384985
"gps",0,0,8,8.08077906516406
"hightechnology",0,0,14,7.52116327722863
"interruption",0,0,15,7.45217040574168
"macquarie",0,0,17,7.85763551384985
"opioids",0,0,6,8.55078269440979
"pressurized",0,0,11,7.85763551384985
"universe",0,0,20,7.32700726278768
"ambient",0,0,14,7.59527124938236
"booming",0,0,7,8.21431045778858
"cafés",0,0,6,8.36846113761584
"describes",0,0,19,7.32700726278768
"ecm",0,0,9,7.96299602950767
"exxonmobil",0,0,112,6.11716933900934
"finlands",0,0,16,7.45217040574168
"gothenburgs",0,0,9,8.21431045778858
"interior",0,0,103,5.92611410224663
"liquide",0,0,15,7.76232533404552
"reveal",0,0,13,7.67531395705589
"rigged",0,0,8,8.08077906516406
"rosenberg",0,0,15,8.36846113761584
"sparebankstiftinga",0,0,10,8.36846113761584
"svegprogram",0,0,22,8.36846113761584
"acres",0,0,33,7.21578162767745
"bjøru",0,0,13,8.36846113761584
"ceona",0,0,27,8.21431045778858
"characteristic",0,0,9,8.21431045778858
"child",0,0,25,7.32700726278768
"crusader",0,0,6,8.55078269440979
"espoir",0,0,9,8.55078269440979
"filtration",0,0,19,7.59527124938236
"ivoirien",0,0,8,8.55078269440979
"josé",0,0,9,8.08077906516406
"pairing",0,0,11,7.76232533404552
"populous",0,0,8,8.08077906516406
"senator",0,0,5,8.55078269440979
"sensory",0,0,6,8.36846113761584
"steinbjoruveidekkeno",0,0,6,8.36846113761584
"theres",0,0,10,7.85763551384985
"breakthroughs",0,0,10,7.85763551384985
"buffet",0,0,10,8.08077906516406
"burns",0,0,15,7.52116327722863
"cavity",0,0,6,8.55078269440979
"ddw",0,0,17,8.55078269440979
"lightduty",0,0,32,6.75902322518174
"sits",0,0,10,7.85763551384985
"warming",0,0,15,7.59527124938236
"åsgard",0,0,20,8.21431045778858
"accounttoaccount",0,0,6,8.36846113761584
"byelaw",0,0,6,8.36846113761584
"conversations",0,0,8,8.21431045778858
"counterparts",0,0,11,8.08077906516406
"grimstadfjorden",0,0,5,8.55078269440979
"interestonly",0,0,10,8.21431045778858
"kulturbakeriet",0,0,5,8.55078269440979
"nygård",0,0,13,7.96299602950767
"recognises",0,0,26,6.90212406882241
"recognising",0,0,9,7.96299602950767
"separating",0,0,14,7.59527124938236
"stamsneset",0,0,11,8.36846113761584
"wake",0,0,12,7.67531395705589
"witnessed",0,0,9,7.96299602950767
"affiliation",0,0,8,8.08077906516406
"bills",0,0,9,8.08077906516406
"charterparty",0,0,7,8.36846113761584
"customs",0,0,17,7.85763551384985
"mas",0,0,10,7.96299602950767
"pretreated",0,0,9,8.08077906516406
"surge",0,0,13,7.59527124938236
"tms",0,0,10,8.08077906516406
"tnoc",0,0,6,8.36846113761584
"uhrenfeldt",0,0,6,8.36846113761584
"advising",0,0,10,7.85763551384985
"citibank",0,0,11,7.76232533404552
"delhi",0,0,22,7.11569816912047
"etholmidsøeceo",0,0,5,8.55078269440979
"fixedprice",0,0,7,8.21431045778858
"reversals",0,0,5,8.55078269440979
"uninfluenced",0,0,7,8.21431045778858
"vestas",0,0,26,7.59527124938236
"bjorn",0,0,43,6.57670166838778
"colombian",0,0,7,8.36846113761584
"derive",0,0,8,8.08077906516406
"eca",0,0,16,7.67531395705589
"facades",0,0,13,7.59527124938236
"geotechnical",0,0,19,7.32700726278768
"heiðar",0,0,5,8.55078269440979
"liner",0,0,12,7.76232533404552
"milton",0,0,7,8.55078269440979
"olavsorlieveidekkeno",0,0,6,8.36846113761584
"samho",0,0,7,8.21431045778858
"sickla",0,0,15,8.55078269440979
"trafikverket",0,0,37,6.94134478197569
"allot",0,0,7,8.21431045778858
"anticipating",0,0,11,7.76232533404552
"edges",0,0,9,8.08077906516406
"ivs",0,0,9,7.96299602950767
"lrip",0,0,11,8.36846113761584
"passwords",0,0,17,7.52116327722863
"plateau",0,0,23,7.06917815348558
"possess",0,0,9,7.96299602950767
"remodelling",0,0,17,7.85763551384985
"strives",0,0,16,7.38763188460411
"ahopelto",0,0,11,8.36846113761584
"conglomerate",0,0,9,8.08077906516406
"fondsfinans",0,0,19,7.45217040574168
"gohta",0,0,17,7.76232533404552
"iia",0,0,8,8.55078269440979
"mifid",0,0,17,7.67531395705589
"pdos",0,0,12,8.21431045778858
"perceive",0,0,7,8.36846113761584
"possesses",0,0,75,5.84273249330758
"priips",0,0,15,7.85763551384985
"shafts",0,0,10,8.21431045778858
"stationary",0,0,17,7.59527124938236
"underline",0,0,12,7.67531395705589
"anonymity",0,0,5,8.55078269440979
"craftsmen",0,0,11,7.85763551384985
"eliminated",0,0,13,7.59527124938236
"erikoklandveidekkeno",0,0,6,8.36846113761584
"ertzeid",0,0,11,8.36846113761584
"excitement",0,0,11,7.76232533404552
"explanation",0,0,6,8.36846113761584
"geosea",0,0,5,8.55078269440979
"gets",0,0,22,7.11569816912047
"kotipizza",0,0,63,8.55078269440979
"stroke",0,0,7,8.55078269440979
"assev",0,0,5,8.55078269440979
"attributed",0,0,15,7.45217040574168
"clarifications",0,0,16,7.45217040574168
"correlating",0,0,6,8.36846113761584
"customerfriendly",0,0,8,8.08077906516406
"demobilised",0,0,7,8.21431045778858
"downtown",0,0,10,7.85763551384985
"fused",0,0,7,8.21431045778858
"gyrid",0,0,7,8.55078269440979
"kol",0,0,7,8.55078269440979
"lofavør",0,0,8,8.08077906516406
"margretheassevstorebrandno",0,0,5,8.55078269440979
"melanomas",0,0,5,8.55078269440979
"paramount",0,0,56,6.13486891610874
"secondgeneration",0,0,13,7.96299602950767
"skalleberg",0,0,19,8.21431045778858
"superb",0,0,15,7.45217040574168
"fabege",0,0,16,8.55078269440979
"gamma",0,0,8,8.21431045778858
"lindholt",0,0,8,8.36846113761584
"macau",0,0,7,8.55078269440979
"nordre",0,0,17,8.08077906516406
"outfitted",0,0,16,7.45217040574168
"persistent",0,0,20,7.32700726278768
"rank",0,0,15,7.67531395705589
"recordhigh",0,0,10,7.96299602950767
"seafarer",0,0,9,8.21431045778858
"ulfsternerveidekkese",0,0,5,8.55078269440979
"circle",0,0,18,7.76232533404552
"correlated",0,0,10,7.85763551384985
"fourstorey",0,0,7,8.21431045778858
"harboe",0,0,9,8.36846113761584
"hsbc",0,0,12,7.85763551384985
"institut",0,0,5,8.55078269440979
"larsbreivikspvno",0,0,6,8.36846113761584
"normalize",0,0,11,7.76232533404552
"powder",0,0,54,6.79292477685742
"sollie",0,0,9,8.21431045778858
"søns",0,0,5,8.55078269440979
"toplevel",0,0,7,8.21431045778858
"atm",0,0,8,8.08077906516406
"bjørheim",0,0,6,8.36846113761584
"mwp",0,0,76,6.66371304537741
"nedrebø",0,0,7,8.55078269440979
"trains",0,0,32,7.26984884894773
"commercialized",0,0,9,7.96299602950767
"ingenuity",0,0,8,8.08077906516406
"metering",0,0,19,7.52116327722863
"reminds",0,0,9,7.96299602950767
"avoids",0,0,15,7.52116327722863
"downloading",0,0,7,8.21431045778858
"lounge",0,0,10,7.96299602950767
"lymphocytic",0,0,6,8.36846113761584
"neutralises",0,0,8,8.08077906516406
"vattenfall",0,0,36,7.45217040574168
"custommade",0,0,8,8.08077906516406
"epost",0,0,35,7.06917815348558
"identifies",0,0,11,7.76232533404552
"kickoff",0,0,7,8.21431045778858
"rema",0,0,15,7.67531395705589
"scenic",0,0,7,8.21431045778858
"spills",0,0,8,8.21431045778858
"spray",0,0,11,8.08077906516406
"stateauthorized",0,0,5,8.55078269440979
"vollebekk",0,0,21,8.55078269440979
"ward",0,0,21,7.45217040574168
"fredagsvik",0,0,7,8.36846113761584
"lønnum",0,0,5,8.55078269440979
"orion",0,0,22,7.59527124938236
"cdo",0,0,16,7.38763188460411
"evpcountry",0,0,7,8.36846113761584
"urinometer",0,0,5,8.55078269440979
"writes",0,0,9,8.36846113761584
"adhesives",0,0,8,8.36846113761584
"autoroutes",0,0,14,8.36846113761584
"beta",0,0,14,7.76232533404552
"grobrathovdeveidekkeno",0,0,5,8.55078269440979
"heard",0,0,14,7.67531395705589
"omx",0,0,9,8.08077906516406
"traceability",0,0,38,6.66371304537741
"achiever",0,0,9,8.21431045778858
"attn",0,0,9,7.96299602950767
"eighth",0,0,12,7.67531395705589
"flower",0,0,6,8.55078269440979
"languages",0,0,18,7.67531395705589
"oceanbased",0,0,17,7.59527124938236
"schleswigholstein",0,0,10,8.21431045778858
"unpermitted",0,0,5,8.55078269440979
"vicente",0,0,10,8.36846113761584
"bankingasaservice",0,0,8,8.55078269440979
"digitalise",0,0,7,8.36846113761584
"dropdown",0,0,15,8.21431045778858
"greattasting",0,0,5,8.55078269440979
"isoiec",0,0,6,8.55078269440979
"konserthus",0,0,12,7.67531395705589
"responsiblyfarmed",0,0,6,8.36846113761584
"suggesting",0,0,9,7.96299602950767
"drivenes",0,0,9,8.55078269440979
"functionalities",0,0,6,8.36846113761584
"genuine",0,0,8,8.08077906516406
"ipr",0,0,11,7.96299602950767
"sevan",0,0,678,5.5550504208558
"sharply",0,0,7,8.21431045778858
"utah",0,0,31,7.59527124938236
"adhoc",0,0,6,8.36846113761584
"doctor",0,0,11,7.76232533404552
"høiseth",0,0,10,8.55078269440979
"samuelsson",0,0,10,8.08077906516406
"seasons",0,0,25,7.26984884894773
"skinfriendly",0,0,8,8.55078269440979
"teamwork",0,0,13,7.59527124938236
"allice",0,0,5,8.55078269440979
"autonomy",0,0,15,8.08077906516406
"coop",0,0,23,7.59527124938236
"earlystage",0,0,22,7.21578162767745
"ecotype",0,0,5,8.55078269440979
"elf",0,0,6,8.55078269440979
"ezzaouia",0,0,25,8.36846113761584
"ftes",0,0,14,7.76232533404552
"monetisation",0,0,7,8.21431045778858
"noncompete",0,0,9,7.96299602950767
"pannordic",0,0,15,7.85763551384985
"wallenbergs",0,0,5,8.55078269440979
"allowance",0,0,36,6.69448470404417
"believer",0,0,40,6.47134115272996
"financings",0.006,0.006,15,7.76232533404552
"furthering",0,0,7,8.21431045778858
"inserted",0,0,15,7.76232533404552
"managerir",0,0,5,8.55078269440979
"neal",0,0,9,8.36846113761584
"parttime",0,0,6,8.36846113761584
"pumping",0,0,9,8.08077906516406
"voltage",0,0,30,6.82801609666869
"benban",0,0,16,8.21431045778858
"footing",0,0,7,8.21431045778858
"formalities",0,0,15,7.45217040574168
"gamesbemobi",0,0,5,8.55078269440979
"usdm",0,0,15,7.85763551384985
"bow",0,0,34,7.38763188460411
"breaches",0,0,11,7.85763551384985
"jaggers",0,0,9,8.55078269440979
"trenches",0,0,6,8.36846113761584
"durability",0,0,22,7.1644883332899
"idiq",0,0,6,8.36846113761584
"lerøys",0,0,8,8.55078269440979
"søvik",0,0,10,8.21431045778858
"australasian",0,0,8,8.36846113761584
"authorizing",0,0,14,7.52116327722863
"flame",0,0,21,8.21431045778858
"meier",0,0,7,8.21431045778858
"natures",0,0,33,7.06917815348558
"boosting",0,0,16,7.38763188460411
"marshall",0,0,14,7.52116327722863
"midst",0,0,13,7.59527124938236
"networkenabled",0,0,5,8.55078269440979
"sasb",0,0,8,8.08077906516406
"minimising",0,0,11,7.76232533404552
"retiring",0,0,8,8.08077906516406
"tharmaratnam",0,0,5,8.55078269440979
"ultradeep",0,0,17,7.45217040574168
"wtg",0,0,7,8.55078269440979
"barossa",0,0,20,8.36846113761584
"broadridge",0,0,8,8.36846113761584
"edgewood",0,0,8,8.36846113761584
"leifborgeakastorcom",0,0,5,8.55078269440979
"pgs",0,0,1032,4.92911198998931
"veons",0,0,16,8.36846113761584
"chase",0,0,7,8.21431045778858
"contactfree",0,0,7,8.55078269440979
"ecnaf",0,0,5,8.55078269440979
"inrackcdu",0,0,5,8.55078269440979
"lowsignature",0,0,5,8.55078269440979
"ytterdal",0,0,7,8.55078269440979
"gifts",0,0,8,8.21431045778858
"mysimba",0,0,26,8.55078269440979
"probable",0,0,62,6.60487254535448
"pureplay",0,0,35,6.72623340235875
"rails",0,0,10,8.08077906516406
"sing",0,0,15,8.55078269440979
"ages",0,0,19,7.32700726278768
"fifthgeneration",0,0,5,8.55078269440979
"fuselage",0,0,7,8.21431045778858
"inch",0,0,20,7.45217040574168
"laundering",0,0,21,8.55078269440979
"lawful",0,0,15,7.76232533404552
"offtakers",0,0,10,7.96299602950767
"rebuild",0,0,12,7.76232533404552
"sunier",0,0,8,8.08077906516406
"adventure",0,0,11,7.85763551384985
"atezolizumab",0,0,7,8.55078269440979
"europeans",0,0,7,8.21431045778858
"ttc",0,0,5,8.55078269440979
"wash",0,0,13,7.67531395705589
"xdf",0,0,5,8.55078269440979
"areeba",0,0,37,8.55078269440979
"crown",0,0,21,7.76232533404552
"honours",0,0,6,8.36846113761584
"megatrend",0,0,8,8.08077906516406
"nextgen",0,0,5,8.55078269440979
"orderbook",0,0,14,7.59527124938236
"crp",0,0,11,8.36846113761584
"engstam",0,0,6,8.36846113761584
"hägertz",0,0,6,8.36846113761584
"liselotte",0,0,7,8.21431045778858
"qoq",0,0,6,8.36846113761584
"fragile",0,0,8,8.08077906516406
"hage",0,0,11,8.08077906516406
"hjorth",0,0,10,8.55078269440979
"izoblok",0,0,17,8.55078269440979
"johnson",0,0,20,7.67531395705589
"vacancy",0,0,12,7.67531395705589
"briefings",0,0,5,8.55078269440979
"draws",0,0,11,7.76232533404552
"florence",0,0,6,8.36846113761584
"gallons",0,0,11,7.85763551384985
"gantry",0,0,6,8.55078269440979
"isre",0,0,5,8.55078269440979
"tentative",0,0,9,7.96299602950767
"atlantis",0,0,12,8.21431045778858
"curitiba",0,0,7,8.55078269440979
"extrusions",0,0,6,8.36846113761584
"moelv",0,0,9,8.36846113761584
"rack",0,0,6,8.36846113761584
"apx",0,0,14,8.21431045778858
"baumann",0,0,12,8.21431045778858
"boom",0,0,6,8.36846113761584
"finishing",0,0,7,8.21431045778858
"mårdalen",0,0,10,8.55078269440979
"perceived",0,0,20,7.21578162767745
"clarke",0,0,6,8.36846113761584
"decides",0,0,12,7.76232533404552
"elementary",0,0,15,7.96299602950767
"bøhn",0,0,104,6.11716933900934
"firsthome",0,0,5,8.55078269440979
"cannon",0,0,7,8.36846113761584
"høsteland",0,0,5,8.55078269440979
"livestreamed",0,0,20,7.1644883332899
"longhaul",0,0,35,6.69448470404417
"residence",0,0,21,7.38763188460411
"aeronautics",0,0,7,8.21431045778858
"completions",0,0,8,8.08077906516406
"quartz",0,0,191,5.66041093651363
"rhenus",0,0,13,8.55078269440979
"tasting",0,0,11,8.08077906516406
"disrupted",0,0,9,8.21431045778858
"monsoon",0,0,17,8.08077906516406
"rudders",0,0,6,8.36846113761584
"surcharge",0,0,15,8.21431045778858
"cea",0,0,13,8.55078269440979
"contravene",0,0,6,8.36846113761584
"flooding",0,0,11,7.96299602950767
"multicloud",0,0,8,8.21431045778858
"twofactor",0,0,6,8.55078269440979
"esmo",0,0,15,8.36846113761584
"gottschlich",0,0,6,8.36846113761584
"kit",0,0,33,7.26984884894773
"uphold",0,0,8,8.21431045778858
"gullfaks",0,0,19,7.52116327722863
"hospitalized",0,0,11,8.36846113761584
"intangible",0,0,15,7.67531395705589
"additonal",0,0,5,8.55078269440979
"classed",0,0,6,8.36846113761584
"eligibility",0,0,6,8.55078269440979
"flaskerud",0,0,6,8.36846113761584
"fowic",0,0,21,8.55078269440979
"jukka",0,0,22,8.08077906516406
"lion",0,0,25,8.21431045778858
"maximizes",0,0,8,8.08077906516406
"titles",0,0,16,7.52116327722863
"skedsmo",0,0,7,8.36846113761584
"elbl",0,0,12,8.55078269440979
"harness",0,0,8,8.08077906516406
"madserud",0,0,7,8.55078269440979
"occurs",0,0,13,7.59527124938236
"rimmereid",0,0,6,8.36846113761584
"tanum",0,0,6,8.55078269440979
"troops",0,0,6,8.36846113761584
"entrepreneurship",0,0,20,7.1644883332899
"techn",0,0,5,8.55078269440979
"julyseptember",0,0,7,8.21431045778858
"exporting",0,0,7,8.21431045778858
"vegetables",0,0,6,8.36846113761584
"arkitektur",0,0,75,6.72623340235875
"consumes",0,0,12,7.67531395705589
"occasions",0,0,12,7.76232533404552
"screening",0,0,30,7.1644883332899
"vale",0,0,13,7.96299602950767
"hvdc",0,0,15,8.21431045778858
"layout",0,0,15,7.59527124938236
"markedskraft",0,0,8,8.55078269440979
"onstream",0,0,21,7.1644883332899
"powel",0,0,8,8.55078269440979
"scanmatic",0,0,9,8.55078269440979
"wattsight",0,0,8,8.55078269440979
"christoffersen",0,0,7,8.55078269440979
"pakistan",0,0,25,7.52116327722863
"bergesen",0,0,14,7.96299602950767
"clothing",0,0,15,7.45217040574168
"compare",0,0,11,7.85763551384985
"hhbb",0,0,10,8.55078269440979
"und",0,0,10,8.08077906516406
"accumulation",0,0,15,7.45217040574168
"husby",0,0,44,6.49665896071425
"alcoholfree",0,0,8,8.55078269440979
"appointees",0,0,8,8.55078269440979
"evenly",0,0,13,7.76232533404552
"instances",0,0,7,8.21431045778858
"dimensions",0,0,8,8.08077906516406
"halted",0,0,10,7.85763551384985
"kibsgaard",0,0,12,8.36846113761584
"rørheim",0,0,5,8.55078269440979
"alcoa",0,0,7,8.21431045778858
"arrears",0,0,16,7.76232533404552
"signage",0,0,6,8.36846113761584
"viasat",0,0,19,8.55078269440979
"epithelial",0,0,11,8.21431045778858
"modulation",0,0,11,7.96299602950767
"nyseose",0,0,5,8.55078269440979
"trg",0,0,11,8.21431045778858
"volunteer",0,0,5,8.55078269440979
"asthma",0,0,55,7.26984884894773
"ccccunknownctwfpbgzsbdeyjwijoimcwljawmdailcjqijo",0,0,6,8.36846113761584
"harripekka",0,0,7,8.55078269440979
"kaukonen",0,0,7,8.55078269440979
"ambassador",0,0,13,7.76232533404552
"interacting",0,0,13,7.59527124938236
"reusable",0,0,14,8.08077906516406
"sperre",0,0,56,6.90212406882241
"aspdfpdf",0,0,127,5.3160335203853
"dagarne",0,0,6,8.55078269440979
"doctors",0,0,19,7.38763188460411
"hoberg",0,0,6,8.55078269440979
"mejlænderlarsen",0,0,6,8.55078269440979
"nordheim",0,0,6,8.55078269440979
"pdfpdf",0,0,201,4.85691569878482
"evaluable",0,0,9,8.21431045778858
"phasing",0,0,13,7.59527124938236
"recipe",0,0,9,8.21431045778858
"traveled",0,0,6,8.36846113761584
"ville",0,0,6,8.36846113761584
"farreaching",0,0,6,8.36846113761584
"holstad",0,0,8,8.36846113761584
"countercyclical",0,0,5,8.55078269440979
"exhaustive",0,0,5,8.55078269440979
"kolset",0,0,6,8.55078269440979
"nyc",0,0,11,7.96299602950767
"pari",0,0,7,8.21431045778858
"passu",0,0,7,8.21431045778858
"remodelled",0,0,5,8.55078269440979
"skjævestad",0,0,8,8.55078269440979
"egfr",0,0,6,8.36846113761584
"gunnes",0,0,6,8.36846113761584
"leasehold",0,0,8,8.36846113761584
"roverud",0,0,10,8.55078269440979
"airtoair",0,0,7,8.55078269440979
"baton",0,0,9,8.08077906516406
"cartel",0,0,6,8.55078269440979
"pylons",0,0,7,8.55078269440979
"doe",0,0,21,8.36846113761584
"embargo",0,0,18,8.55078269440979
"langås",0,0,5,8.55078269440979
"scratch",0,0,10,7.96299602950767
"jeff",0,0,7,8.36846113761584
"onebased",0,0,5,8.55078269440979
"amazoncom",0,0,8,8.55078269440979
"arabian",0,0,28,7.11569816912047
"lowemission",0,0,27,6.98216677649595
"starfish",0,0,23,8.55078269440979
"camillakyotogroup",0,0,5,8.55078269440979
"encompassed",0,0,6,8.55078269440979
"irpioneerpropertyno",0,0,5,8.55078269440979
"normalization",0,0,5,8.55078269440979
"oth",0,0,11,8.36846113761584
"severity",0,0,13,7.96299602950767
"ceased",0,0,13,7.96299602950767
"inuk",0,0,5,8.55078269440979
"taxable",0,0,12,7.67531395705589
"alleviate",0,0,10,7.85763551384985
"importer",0,0,8,8.21431045778858
"incorrectly",0,0,6,8.36846113761584
"massachusetts",0,0,15,7.45217040574168
"sturenilssonveidekkese",0,0,5,8.55078269440979
"taranaki",0,0,6,8.36846113761584
"differentiating",0,0,12,7.67531395705589
"secretariat",0,0,9,7.96299602950767
"winds",0,0,15,7.59527124938236
"deviated",0,0,12,7.67531395705589
"gamers",0,0,10,8.55078269440979
"inteliwell",0,0,19,8.55078269440979
"ovens",0,0,6,8.55078269440979
"tabled",0,0,5,8.55078269440979
"atmospheric",0,0,7,8.21431045778858
"ior",0,0,6,8.55078269440979
"muxponder",0,0,21,8.55078269440979
"scorpio",0,0,11,8.55078269440979
"intensively",0,0,9,7.96299602950767
"organ",0,0,6,8.36846113761584
"tamarind",0,0,10,8.55078269440979
"informasjon",0,0,8,8.08077906516406
"replaceable",0,0,5,8.55078269440979
"jafarli",0,0,7,8.55078269440979
"rebooking",0,0,7,8.21431045778858
"subsidies",0,0,8,8.08077906516406
"bos",0,0,6,8.36846113761584
"opinions",0,0,11,7.96299602950767
"alter",0,0,9,7.96299602950767
"billström",0,0,17,8.36846113761584
"bra",0,0,24,8.55078269440979
"privatelyowned",0,0,7,8.21431045778858
"riemer",0,0,19,8.36846113761584
"southwestern",0,0,16,7.52116327722863
"electro",0,0,75,5.94071290166779
"fra",0,0,12,7.85763551384985
"hulls",0,0,34,7.21578162767745
"shock",0,0,6,8.36846113761584
"acquirer",0,0,12,7.85763551384985
"dieselstrasse",0,0,5,8.55078269440979
"jeanne",0,0,7,8.36846113761584
"jordanian",0,0,9,8.55078269440979
"secondlargest",0,0,10,7.96299602950767
"tjomsland",0,0,6,8.55078269440979
"alvestad",0,0,9,8.55078269440979
"incubator",0,0,13,7.76232533404552
"underfloor",0,0,7,8.36846113761584
"marieealdingnordeacom",0,0,6,8.36846113761584
"myrseth",0,0,14,8.08077906516406
"piles",0,0,10,7.96299602950767
"divisional",0,0,5,8.55078269440979
"agnefjäll",0,0,5,8.55078269440979
"bloc",0,0,5,8.55078269440979
"duke",0,0,5,8.55078269440979
"jay",0,0,6,8.36846113761584
"pair",0,0,9,8.21431045778858
"revocation",0,0,8,8.21431045778858
"gaps",0,0,12,7.67531395705589
"marttila",0,0,5,8.55078269440979
"noncompliance",0,0,6,8.36846113761584
"päivi",0,0,5,8.55078269440979
"björneborg",0,0,9,8.55078269440979
"spots",0,0,6,8.36846113761584
"legendary",0,0,5,8.55078269440979
"weights",0,0,8,8.21431045778858
"anda",0,0,5,8.55078269440979
"kaboo",0,0,5,8.55078269440979
"playground",0,0,6,8.36846113761584
"polvo",0,0,26,8.08077906516406
"thrills",0,0,7,8.55078269440979
"ulsan",0,0,9,7.96299602950767
"ctkcp",0,0,6,8.55078269440979
"nonetheless",0,0,11,7.76232533404552
"oddgeirlyngstadelkemno",0,0,5,8.55078269440979
"pétrole",0,0,5,8.55078269440979
"tunisokoweitochinoise",0,0,5,8.55078269440979
"undivided",0,0,5,8.55078269440979
"customize",0,0,12,7.76232533404552
"nrc",0,0,555,4.77114887702739
"nyland",0,0,9,7.96299602950767
"repeatedly",0,0,14,7.59527124938236
"boats",0,0,54,7.32700726278768
"dsrt",0,0,5,8.55078269440979
"ties",0,0,16,7.45217040574168
"vekst",0,0,18,7.67531395705589
"delisting",0,0,17,7.76232533404552
"fuelled",0,0,19,7.26984884894773
"alternates",0,0,10,8.21431045778858
"eidsiva",0,0,10,8.21431045778858
"fkraft",0,0,5,8.55078269440979
"hsb",0,0,19,8.21431045778858
"couldnt",0,0,11,7.76232533404552
"esports",0,0,19,8.55078269440979
"brautaset",0,0,7,8.36846113761584
"frédéric",0,0,5,8.55078269440979
"slovalco",0,0,23,8.55078269440979
"storeide",0,0,7,8.36846113761584
"filtered",0,0,6,8.36846113761584
"innolux",0,0,14,8.55078269440979
"kjærland",0,0,5,8.55078269440979
"moholt",0,0,9,8.55078269440979
"quebec",0,0,156,6.18992869329177
"shorebased",0,0,5,8.55078269440979
"sbm",0,0,18,7.96299602950767
"standardofcare",0,0,5,8.55078269440979
"mainz",0,0,7,8.55078269440979
"swiber",0,0,5,8.55078269440979
"royce",0,0,9,8.36846113761584
"valencia",0,0,5,8.55078269440979
"vind",0,0,23,7.32700726278768
"gymnasium",0,0,10,7.96299602950767
"sanctioned",0,0,14,7.52116327722863
"nivolumab",0,0,5,8.55078269440979
"nsf",0,0,8,8.36846113761584
"veriq",0,0,8,8.55078269440979
"brandnew",0,0,9,7.96299602950767
"crr",0,0,9,8.36846113761584
"dyre",0,0,6,8.36846113761584
"affirms",0,0,10,7.85763551384985
"kuryk",0,0,6,8.55078269440979
"focal",0,0,6,8.36846113761584
"itochu",0,0,18,8.55078269440979
"pathology",0,0,75,6.79292477685742
"spvs",0,0,14,7.67531395705589
"stanford",0,0,22,7.38763188460411
"camp",0,0,7,8.21431045778858
"editor",0,0,8,8.08077906516406
"gjensidigenoir",0,0,8,8.55078269440979
"avoided",0,0,9,8.08077906516406
"recoveries",0,0,11,7.96299602950767
"weltz",0,0,6,8.55078269440979
"domains",0,0,6,8.36846113761584
"unexploited",0,0,6,8.55078269440979
"lessor",0,0,13,7.76232533404552
"transceivers",0,0,7,8.55078269440979
"askvig",0,0,5,8.55078269440979
"englund",0,0,5,8.55078269440979
"fjerdingen",0,0,5,8.55078269440979
"grønås",0,0,5,8.55078269440979
"taps",0,0,5,8.55078269440979
"tightened",0,0,12,7.67531395705589
"uncover",0,0,9,8.08077906516406
"builtin",0,0,12,7.67531395705589
